,protein_name,compound_name,smiles,pocket_name,pocket_com,affinity
6330,6dlo,,C1(C(NCCCC2C=CC=CC=2)=O)SC2C(=C(C)C=C(C)N=2)C=1N1C=CC=C1,protein_center,"-18.041,-13.011,7.779",4.356779
6331,6dlo,,C1(C=CN(C)N=1)C(=O)NN=C(C)C1=CC=NC=C1,protein_center,"-18.041,-13.011,7.779",2.5575247
6332,6dlo,,C1(C=NNC2N=NC=C(C3=CC=CC=C3)N=2)C(OC)=CC(=CC=1OC)OC,protein_center,"-18.041,-13.011,7.779",3.1263988
6333,6dlo,,C1(C(C)C)=NC=CN1CCCNC(=O)C1=CC=C(N=C1)C1C=NNC=1,protein_center,"-18.041,-13.011,7.779",4.712531
6334,6dlo,,N1=C2CCC(C)CC2=CC(C#N)=C1SCC(=O)N(C1=CC=CC=C1)C1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",5.212888
6335,6dlo,,N1(C)C(C2CCN(CC2)C(=O)NC2=CC=CC=C2)=NN=C1CN1CCCC1,protein_center,"-18.041,-13.011,7.779",3.592253
6336,6dlo,,C1=C(C2=CC=C(C=C2)OC)N=CN=C1OC1C=CC=C(C=1)C(=O)NCC1C=CC(=CC=1)OC,protein_center,"-18.041,-13.011,7.779",6.7307644
6337,6dlo,,C1(N2CCC(CC2)C(=O)NCC2=CC=C(C=C2)F)NC2C(=CC=C(C)C=2)N=1,protein_center,"-18.041,-13.011,7.779",3.7105145
6338,6dlo,,N1(CC(=O)NCC2=CC=C(C=C2)OC)C(C)=CC(=CC1=O)O,protein_center,"-18.041,-13.011,7.779",2.723649
6339,6dlo,,C12=NC(=CN1N=C(COC)S2)C1C=CC=C(OC)C=1,protein_center,"-18.041,-13.011,7.779",2.6639967
6340,6dlo,,NC(C1N(CC2=CC=CC=C2)CC2=C(C=CC=C2)C1)=O,protein_center,"-18.041,-13.011,7.779",2.0217102
6341,6dlo,,N1(C2C=C(C)C=CC=2C)C(=O)C(=C(NC2=CC=C(C=C2OC)OC)C1=O)Cl,protein_center,"-18.041,-13.011,7.779",4.267851
6342,6dlo,,N12C(CC)=NN=C1SC(C1=CC(C)=NC3=CC=CC=C13)=N2,protein_center,"-18.041,-13.011,7.779",4.549412
6343,6dlo,,C1(C2CCN(CC2)C(CCCC2C=CC=CC=2)=O)C(COCCOC)=CN=C(C)N=1,protein_center,"-18.041,-13.011,7.779",4.809722
6344,6dlo,,C1(CC2CCCCCN2C(=O)C=CCN2CCOCC2)C2=CC=CC=C2SC=1C(NCCO)=O,protein_center,"-18.041,-13.011,7.779",4.692932
6345,6dlo,,C12ON(C(C3C=CC(=C(O)C=3)O)C1C(N(C1=CC=C(C=C1)F)C2=O)=O)C1=CC=CC=C1,protein_center,"-18.041,-13.011,7.779",3.1413264
6346,6dlo,,CCOC1=C(OCC2N(C)C(C)=NN=2)C=CC(C=O)=C1,protein_center,"-18.041,-13.011,7.779",2.3110793
6347,6dlo,,C(=O)(C(C)OC1=CC=C(C=C1)C)NNC(=O)C1C=CC(=CC=1)NC(C1CCCCC1)=O,protein_center,"-18.041,-13.011,7.779",4.662545
6348,6dlo,,BrCCCCCOC1=CC=CC=C1C#N,protein_center,"-18.041,-13.011,7.779",4.173193
6349,6dlo,,C(=O)(C=CC1=CC=C(C(OC)=C1)OC)N[C@@H](C)C1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",3.7281206
6350,6dlo,,N12C[C@@H](C)OC[C@@H]1C[C@@H](NC(=O)CCN1C=NN=C1)C2.OC=O,protein_center,"-18.041,-13.011,7.779",2.0643516
6351,6dlo,,N1(C)C(=O)C(=CNCCCOC2=CC=C(C=C2)CC)C(NC1=O)=O,protein_center,"-18.041,-13.011,7.779",4.3143435
6352,6dlo,,C1(=NNC=N1)C(=O)NC1C=CC(=C(Cl)C=1)N1CCCCC1,protein_center,"-18.041,-13.011,7.779",3.2903042
6353,6dlo,,C12OC3C(C)=NC=C(CO)C=3CC=1C(=NC(C1=CC=CC(OC)=C1)=N2)SCC1=CC=C(C=C1)CC,protein_center,"-18.041,-13.011,7.779",6.4849143
6354,6dlo,,N(=O)(=O)C1C(C)=CC=C(C=1)C(=O)N1CCC(CC1)C(N)=O,protein_center,"-18.041,-13.011,7.779",2.854815
6355,6dlo,,CCOC(C1C=C(O)C2C=C(C=CC=2C=1)F)=O,protein_center,"-18.041,-13.011,7.779",2.205512
6356,6dlo,,C1(CCOC2C=CC=CC=2)(CCN(CC1)CC1=CC=C(C(OC)=C1)OC)C(OCC)=O,protein_center,"-18.041,-13.011,7.779",3.2191916
6357,6dlo,,C1(CCNC(CCCC2=CC=CS2)=O)=NC=CN1C,protein_center,"-18.041,-13.011,7.779",3.1983016
6358,6dlo,,C1(=O)C2C=CC=CC=2NC(=O)[C@H](CC(=O)NC2=CC=CC3=C2C=CN3CCOC)N1,protein_center,"-18.041,-13.011,7.779",4.7239943
6359,6dlo,,ClCCCC1(C=O)CCCC1,protein_center,"-18.041,-13.011,7.779",2.0636811
6360,6dlo,,C12C=CNC(=O)C1=CC=CC=2C(C)=O,protein_center,"-18.041,-13.011,7.779",0.66003776
6361,6dlo,,C(=O)(N1CCCN(CC1)C(=O)C1=CC=CO1)C1C=CC=NC=1C,protein_center,"-18.041,-13.011,7.779",3.1066334
6362,6dlo,,CCN(C1=CC(O)=C(C=NNC(C2=CC(OC)=C(OC)C=C2)=O)C=C1)CC,protein_center,"-18.041,-13.011,7.779",2.5215163
6363,6dlo,,C1(CN2C[C@H]([C@H](CC3=CC(=NN3)C)C2)O)=C(C)N=C(CC)N1,protein_center,"-18.041,-13.011,7.779",2.363644
6364,6dlo,,C1(C=NN(C)C=1C)NC(=O)[C@@H](N)CC1C2C=CC=CC=2NC=1,protein_center,"-18.041,-13.011,7.779",3.405242
6365,6dlo,,CCCC1=NC(CBr)=CC=C1,protein_center,"-18.041,-13.011,7.779",3.093054
6366,6dlo,,C1(N=NC=C(N=1)C1=NC(=CC=C1)SC)SC,protein_center,"-18.041,-13.011,7.779",2.2189534
6367,6dlo,,CCN1C(=O)CN(S(C2C(F)=CC=C(Cl)C=2)(=O)=O)CCC1,protein_center,"-18.041,-13.011,7.779",4.050968
6368,6dlo,,C1(C#N)C(C2=CC=C(Cl)C=C2)=CC(C2=CC=C(C=C2)Cl)=NC=1SCC1C=CC(=CC=1)Cl,protein_center,"-18.041,-13.011,7.779",6.298612
6369,6dlo,,OC1=CC=C2[C@@H]3CC[C@@]4([C@@](CC[C@@H]4[C@@H]3CC(=O)C2=C1)(O)C#C)C,protein_center,"-18.041,-13.011,7.779",2.7207816
6370,6dlo,,C1(NC(=O)C(NCCCN2CCN(CC2)C)=O)C(C)=NN(CC(C)C)C=1C,protein_center,"-18.041,-13.011,7.779",4.094099
6371,6dlo,,N1(CC2=CC=CC=C2Cl)C(=O)C2(NC1=O)CCN(CC2)C(=O)C1C=CC(=CC=1F)F,protein_center,"-18.041,-13.011,7.779",4.071681
6372,6dlo,,F[B-](F)(F)C(CN1CCCCC1)=C.[K+],protein_center,"-18.041,-13.011,7.779",2.7914307
6373,6dlo,,O1C(=O)CC(C2=C1NN=C2C1C=C(N(=O)=O)C=CC=1)C1=C(C=CC=C1)C(F)(F)F,protein_center,"-18.041,-13.011,7.779",3.344217
6374,6dlo,,C1(C)=NN(C2=CC=C(F)C=C2)C(C)=C1[C@@H]1C=C[C@H](C1)NCC1C=C(Cl)C=CC=1,protein_center,"-18.041,-13.011,7.779",4.2281427
6375,6dlo,,C1(C2=CC=CC=C2Br)OC(C(=CC2C=CC=C(Cl)C=2)N=1)=O,protein_center,"-18.041,-13.011,7.779",4.2902236
6376,6dlo,,[N+]1(C2C=CC(Cl)=CC=2)CC(N2CCCCC2=1)(O)C1C=CC2=C(OCCO2)C=1,protein_center,"-18.041,-13.011,7.779",4.3130646
6377,6dlo,,N1=C(C2=CC=C(C=C2)CNC(=O)C2C=CC(=NC=2)C)C=C(CN(C)C)N1C,protein_center,"-18.041,-13.011,7.779",5.1126795
6378,6dlo,,CN1C2=C(C=C(C=C2)NC(CCC2=C(C)ON=C2C)=O)CC1=O,protein_center,"-18.041,-13.011,7.779",2.363795
6379,6dlo,,OB(O)C1SC=C(N2CCCC(C)C2)C=1,protein_center,"-18.041,-13.011,7.779",1.7098552
6380,6dlo,,C1(C2CCCN2C(=O)C2C=CN(CC)N=2)=NOC(COCCOC)=N1,protein_center,"-18.041,-13.011,7.779",2.304287
6381,6dlo,,C(=O)(CN(C)C1CCNCC1)N(C)CC1COCCO1,protein_center,"-18.041,-13.011,7.779",1.5020959
6382,6dlo,,C1(C=NNC(CCC(O)C2C=CC=CC=2)=O)C2=CC=CC=C2N(CC=C)C=1C,protein_center,"-18.041,-13.011,7.779",4.2206707
6383,6dlo,,C1(C(=O)N[C@H]2C[C@@H](C2)C2N=CNC(=O)C=2)N=C2N(C=CC=C2C)C=1F,protein_center,"-18.041,-13.011,7.779",4.693776
6384,6dlo,,C(N)(=O)CC(C)NCC=C,protein_center,"-18.041,-13.011,7.779",1.9230049
6385,6dlo,,C(NCCOC1C=CC(=C(C)C=1)C)(=O)C1C=CC2OCOC=2C=1,protein_center,"-18.041,-13.011,7.779",3.7984493
6386,6dlo,,C12(CC)CN(CC1C2)C1=CN=C2C(C=CC=C2)=N1,protein_center,"-18.041,-13.011,7.779",4.3758345
6387,6dlo,,FC1=CC=C(C=C1)[C@H](CC[C@H]1C(N(C2=CC=CC=C2)[C@H]1C1=CC=C(C=C1)O)=O)O,protein_center,"-18.041,-13.011,7.779",4.404769
6388,6dlo,,C(=O)(C1=CC=C(C=C1)OCCCC)NCC1(CCOCC1)C1C=CC(=CC=1)OC,protein_center,"-18.041,-13.011,7.779",3.8482804
6389,6dlo,,S(=O)(=O)(C1C=CC(=CC=1)C)N(CC1=CC=CC=C1Cl)CC(=O)NC1C=CC2=C(OCO2)C=1,protein_center,"-18.041,-13.011,7.779",5.032193
6390,6dlo,,C1(=NC=CN1C)C1(O)CCN(CC1)CC(=O)NC1=CC=CC=C1F,protein_center,"-18.041,-13.011,7.779",3.9215217
6391,6dlo,,CC1=C(OCC2N=C(C3CC3)ON=2)C(C)=CC=C1,protein_center,"-18.041,-13.011,7.779",2.6176736
6392,6dlo,,C1(C2=CNN=C2)C=C(NC2C=CC(Cl)=CC=2)C=CC=1,protein_center,"-18.041,-13.011,7.779",4.796296
6393,6dlo,,CCC(N1CCN(C2=NN=C(C3=C(OC)C=CC=C3)C=C2)CC1)C,protein_center,"-18.041,-13.011,7.779",3.3324018
6394,6dlo,,C1(C(=O)NC2=CC=C(F)C=C2C)N(C)N=C(C=1)C(NC1C(C)=CC(F)=CC=1)=O,protein_center,"-18.041,-13.011,7.779",5.5507545
6395,6dlo,,C12=NC(=C(C(NC)=O)N1CCS2(=O)=O)C1C=CC(=CC=1)F,protein_center,"-18.041,-13.011,7.779",3.2262423
6396,6dlo,,S(=O)(=O)(C1=CC=C2C(CCC(=O)N2)=C1)N(C)CC1C(C)=NN(C)C=1C,protein_center,"-18.041,-13.011,7.779",3.7039661
6397,6dlo,,C1(C(=O)OC2=CC=C3C(=C2)SC(O3)=O)=C(Cl)C2=C(C=C(C=C2)Cl)S1,protein_center,"-18.041,-13.011,7.779",4.193706
6398,6dlo,,N1(C)C(=O)C(C2=NOC(CCC(=O)NC3=CC=CC(=C3)C#N)=N2)=NN(C2=CC=CC=C2)C1=O,protein_center,"-18.041,-13.011,7.779",3.6413174
6399,6dlo,,N1(CCCN)C(=O)CC[C@H]2CN(CC3C=CC4=C(C=CC=C4)N=3)CC[C@@H]12,protein_center,"-18.041,-13.011,7.779",2.9931805
6400,6dlo,,C1(C(C2=CC=CC=C2)=O)C(C)=C(SC=1NC(C1CCCCC1)=O)C,protein_center,"-18.041,-13.011,7.779",3.0949128
6401,6dlo,,S(=O)(=O)(C1=CC=C(C=C1)C)N1CCCC2C=C(C=CC1=2)NC(=O)C1C=CC(=CC=1)OCCCC,protein_center,"-18.041,-13.011,7.779",5.896416
6402,6dlo,,C1(=N/C2C=CC(=C(C)C=2)C)/SC(C(=O)N/1)=C([H])C1C=CC(=C(O)C=1)O,protein_center,"-18.041,-13.011,7.779",4.871126
6403,6dlo,,CC1=CN(C(C(=O)OCC)CC)N=C1,protein_center,"-18.041,-13.011,7.779",1.4090085
6404,6dlo,,O1C(N)=NN=C1C1=CC(Cl)=C(C(Br)=C1)OCC1C=CC(=C(Cl)C=1)Cl,protein_center,"-18.041,-13.011,7.779",4.262952
6405,6dlo,,C12C(C3=CC=CC(C)=C3)N3N=CN=C3N=C1C1=C(C=CC=C1)C=2O,protein_center,"-18.041,-13.011,7.779",3.6108024
6406,6dlo,,C1(=C(C)ON=C1C1=CC=CC=C1)C(=O)NC1C=CC=CC=1C(=O)NCC1C=CC(=CC=1)C,protein_center,"-18.041,-13.011,7.779",4.6562195
6407,6dlo,,C1(C)(CC(=NO1)C1=CC=CC=C1F)C(=O)NC1SC(=CN=1)C,protein_center,"-18.041,-13.011,7.779",3.3386235
6408,6dlo,,O1C2=CC=C(C=C2NC(C1(C)C)=O)N(=O)=O,protein_center,"-18.041,-13.011,7.779",2.459281
6409,6dlo,,C#CCOCCOCCOCCOCCS(=O)(=O)O,protein_center,"-18.041,-13.011,7.779",1.7392973
6410,6dlo,,C1(NCCC2CC2(Cl)Cl)C(N(=O)=O)=CC(C(F)(F)F)=CC=1N(=O)=O,protein_center,"-18.041,-13.011,7.779",3.3617148
6411,6dlo,,C1(SCC(=O)NC2N=CC3=C(CC(CC3=O)(C)C)N=2)OC2=C(C=CC=C2)N=1,protein_center,"-18.041,-13.011,7.779",3.0848358
6412,6dlo,,S(=O)(=O)(CC1C=CC=CC=1F)N1CCC(CC1)C(NCCCN1CCOCC1)=O,protein_center,"-18.041,-13.011,7.779",4.12097
6413,6dlo,,C(=S)(NC(=O)C1C=CC(=CC=1)OCC(C)C)N1CCNC(=O)C1CC(OCCC1C=CC=CC=1)=O,protein_center,"-18.041,-13.011,7.779",4.659542
6414,6dlo,,C1(C2C=CC=CC=2OC)=NN(C)C([C@@H]2[C@@H]3C[C@@H](N(CC3)C2)CNC(NC2CCCCC2)=O)=C1,protein_center,"-18.041,-13.011,7.779",4.8916836
6415,6dlo,,C1(C2CC=CC2C2C(=CC=C(C(O)=O)C=2)N1)C1C=CC=CC=1C(F)(F)F,protein_center,"-18.041,-13.011,7.779",2.5654025
6416,6dlo,,N1(C2=CC=CC=C2)C(SCC(=O)NC2C=CC(=CC=2Cl)Cl)=NN=C1C1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",4.806459
6417,6dlo,,CCC(CS(N1CC(S(N)(=O)=O)CCC1)(=O)=O)C,protein_center,"-18.041,-13.011,7.779",3.8122573
6418,6dlo,,C1(C2=CC=C(Br)O2)=NN=C(C2C=CC(=CC=2)C)O1,protein_center,"-18.041,-13.011,7.779",3.0881944
6419,6dlo,,N1(C2C=CC=CC=2C)N=CC2C(CC(C)(C)CC1=2)NC(CCC=C)=O,protein_center,"-18.041,-13.011,7.779",4.65977
6420,6dlo,,N1(C2C=CC(=CC=2)NC(C)=O)CC(CC1=O)C(NCCC1=CNC2=CC=C(OC)C=C12)=O,protein_center,"-18.041,-13.011,7.779",4.457616
6421,6dlo,,C1(N)C(I)=CN=C(CC)C=1I,protein_center,"-18.041,-13.011,7.779",2.415335
6422,6dlo,,C1(CCCC(NC2=C(C=CN=C2)C(O)=O)=O)CCCCC1,protein_center,"-18.041,-13.011,7.779",2.9763126
6423,6dlo,,N1=CN(C(C2C=CC(=NC=2)C(F)(F)F)=C1C1=CC=CC=C1)CCC(OC)=O,protein_center,"-18.041,-13.011,7.779",3.7593307
6424,6dlo,,CCOC1=C(C(NCCCC2ON=C(C3SC=CC=3)N=2)=O)C=CC=C1,protein_center,"-18.041,-13.011,7.779",3.8608088
6425,6dlo,,N1C(N)=C(C=NC=1NC(C)(C)CN1CCOCC1)C#N,protein_center,"-18.041,-13.011,7.779",3.48032
6426,6dlo,,C(=S)(NC1C=CC(OC)=CC=1)C(C1=CC=CC=C1)=O,protein_center,"-18.041,-13.011,7.779",3.3542607
6427,6dlo,,C12CCCCC1(O)CCNC2CC1=CC=CC(Br)=C1,protein_center,"-18.041,-13.011,7.779",3.189391
6428,6dlo,,C1(=CC=CC=C1NC(=O)C1CC1)C(=O)NCC1=CC=CO1,protein_center,"-18.041,-13.011,7.779",3.1156492
6429,6dlo,,S(=O)(=O)(N(CC#N)C1C=C(F)C=C(F)C=1)C1=CC=CN2C=NN=C12,protein_center,"-18.041,-13.011,7.779",4.2411237
6430,6dlo,,C1C=C2C(OC(=O)C(C(NC3C=CC=CC=3S(C(F)F)(=O)=O)=O)=C2)=C(C=1)OC,protein_center,"-18.041,-13.011,7.779",2.675525
6431,6dlo,,CC1(OCCC(NC(NC2(C3=C(F)C=C(F)C=C3)CCC2)=O)C1)C,protein_center,"-18.041,-13.011,7.779",3.8319244
6432,6dlo,,N1=C(CNC(=O)C2CCN(CC2)CC2C=CC=CC=2Cl)ON=C1C1=CC=CC=C1,protein_center,"-18.041,-13.011,7.779",4.553913
6433,6dlo,,S(=O)(=O)(C1C=CC(=CC=1)OC)N(C)C1=CC=C(C=C1)C(=O)NC1=CC=CC(Cl)=C1Cl,protein_center,"-18.041,-13.011,7.779",4.8446746
6434,6dlo,,C12C(SCC(OCC)=O)=NC3C(=CC=CC=3)N1C(=NN=2)C,protein_center,"-18.041,-13.011,7.779",1.7458706
6435,6dlo,,N1C2NCCC=2C=CC=1Br,protein_center,"-18.041,-13.011,7.779",1.8150362
6436,6dlo,,ClC1=C(S(NC2=CC=C(C(NCC=C)=O)C=C2)(=O)=O)C(Cl)=CC=C1,protein_center,"-18.041,-13.011,7.779",3.6964927
6437,6dlo,,S(=O)(=O)(C1=CC=CN=C1)N1CCC(CC1)(CCOC)NC(C1C=CC=CC=1)=O,protein_center,"-18.041,-13.011,7.779",4.092152
6438,6dlo,,N1(C2=CC=C(C=C2)Br)C=NN(CC(OCC)=O)C1=O,protein_center,"-18.041,-13.011,7.779",2.1962638
6439,6dlo,,S(=O)(=O)(C1C=CC(=CC=1)NC(=O)C1=CC=C(C(Br)=C1)C)NCC1=CC=CO1,protein_center,"-18.041,-13.011,7.779",4.5732093
6440,6dlo,,N1(C)CCOC[C@H]2CCNC[C@@H]12.Cl,protein_center,"-18.041,-13.011,7.779",1.2226298
6441,6dlo,,C1(CN(C2CCCC2)C(NCCC2C=CC(=C(OC)C=2)OC)=S)=CC2=CC(C)=CC=C2NC1=O,protein_center,"-18.041,-13.011,7.779",3.9709337
6442,6dlo,,N1(CCNC(CC)C1)C(=O)CCOC1=CC=CC=C1C,protein_center,"-18.041,-13.011,7.779",2.80231
6443,6dlo,,CC(C1N(C)C2=C(CN(C(NC3=C(C)C=C(Cl)C=C3)=O)CC2)N=1)C,protein_center,"-18.041,-13.011,7.779",4.03829
6444,6dlo,,N1(C2C=CC=NC=2)C(C)=C(C=C1C)C=C(C#N)C(=O)NC1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",6.112214
6445,6dlo,,N1(CC(CC1=O)C1C=CC=CC=1)CC(=O)N1CCOC2(CCN(CC2)C)C1,protein_center,"-18.041,-13.011,7.779",2.6958818
6446,6dlo,,N1(CC2=CC=CC=C2)C(=O)C2=CC=C(C=C2NC1=S)C(=O)NCC1CCCN1CC,protein_center,"-18.041,-13.011,7.779",2.7593105
6447,6dlo,,O=N(C1=C(CCOC(C2C3=C(CCCC3)NN=2)=O)C=CC=C1)=O,protein_center,"-18.041,-13.011,7.779",3.1297107
6448,6dlo,,O=C(N1CCN(C2=NC=CN=C2)CC1)NC1CCCCC1,protein_center,"-18.041,-13.011,7.779",4.035636
6449,6dlo,,BrCC1=CC2=CC=CN=C2N1,protein_center,"-18.041,-13.011,7.779",2.352242
6450,6dlo,,C12N(CC3C=CC(=CC=3)F)C(=CN1C1=C(N(C)C(N(C)C1=O)=O)N=2)C1C=CC(=CC=1)N(=O)=O,protein_center,"-18.041,-13.011,7.779",4.446831
6451,6dlo,,[C@@]123OCCN1C(C[C@@]2([H])N(CC3)C(=O)C1C=CC(=CC=1)NCC1=CC=NC=C1)=O,protein_center,"-18.041,-13.011,7.779",3.3052623
6452,6dlo,,C(=O)(NC1=CC=CC(=C1)C1=CN=CO1)N1CCC[C@H]1COC,protein_center,"-18.041,-13.011,7.779",4.259519
6453,6dlo,,C1(NC2CCCCC2)C(=O)C(C=1N1CCN(CC1)CC1C=CC=CC=1)=O,protein_center,"-18.041,-13.011,7.779",3.4891934
6454,6dlo,,N1(CCCCC1C)C1C=CC(=CC=1NC(CCC1C=CC=CC=1O)=O)C(N)=O,protein_center,"-18.041,-13.011,7.779",4.5362525
6455,6dlo,,CCC1OCCN(C(C2CCC(NC(C(C)(C)C)=O)CC2)=O)C1,protein_center,"-18.041,-13.011,7.779",3.49809
6456,6dlo,,CC1(S(=O)(=O)CCN(C2N=C(C3C=CC=CC=3)N=CC=2)CC1)C,protein_center,"-18.041,-13.011,7.779",3.085974
6457,6dlo,,N1C=C(C=CC=1OC1CCNCC1)N,protein_center,"-18.041,-13.011,7.779",2.2578495
6458,6dlo,,C(=O)(NC1C=CC(=C(N)C=1)N1CCC(CC1)C)C1C=C(OC)C(=C(OC)C=1)OC,protein_center,"-18.041,-13.011,7.779",4.3227158
6459,6dlo,,C1(OC(C)=CC(=O)C=1O)C(CC(=O)NCC1=CC=CO1)C1C=CC(=C(OC)C=1)O,protein_center,"-18.041,-13.011,7.779",2.007905
6460,6dlo,,N1(C2=CC=CC=C2)C(C)=C(C(C)=N1)CC(=O)N1CCN2C(CC1)=NN=C2CC1=CC=CC=C1,protein_center,"-18.041,-13.011,7.779",4.6973524
6461,6dlo,,C(CC(=O)NCCOC1=C2N=CC=CC2=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,protein_center,"-18.041,-13.011,7.779",6.237238
6462,6dlo,,N1(CCNC(=O)C1CC(=O)NC1CCN(CC1)C1=CC=C(C=C1)F)CC1C=COC=1,protein_center,"-18.041,-13.011,7.779",3.7125835
6463,6dlo,,C1(SC=NC=1C)C(=O)N1CCCC(C1)C1C=C(C=C(C)N=1)CC1C=CC=CC=1F,protein_center,"-18.041,-13.011,7.779",5.920067
6464,6dlo,,C12NC(C3=CC=CO3)CC(C(F)(F)F)N1N=CC=2C(=O)NC1C=CC(=C(Cl)C=1)F,protein_center,"-18.041,-13.011,7.779",3.6897547
6465,6dlo,,COC1=C(Cl)C=C(NC(C2=CC(N(=O)=O)=C(Cl)C=C2)=O)C(OC)=C1,protein_center,"-18.041,-13.011,7.779",4.621063
6466,6dlo,,ClC1=C(CCC(NC2=C(Cl)C=CC=C2)=O)C=CC=C1,protein_center,"-18.041,-13.011,7.779",4.032583
6467,6dlo,,N1(CC(C[C@H]1CN1C=C(N=N1)C(NCCOC)=O)(F)F)C(C(C)C)=O,protein_center,"-18.041,-13.011,7.779",3.2814476
6468,6dlo,,C12C3CCCCC=3C(=NC=1SC1C(=NC=NC=12)SCC(=O)NCC1=CC=CO1)CCC,protein_center,"-18.041,-13.011,7.779",6.3665676
6469,6dlo,,N12N=C(Cl)C=CC1=NN=C2NC1C=CC=C(F)C=1,protein_center,"-18.041,-13.011,7.779",1.840676
6470,6dlo,,FC(C1=CC(NC(CC2=CC3=C(OCO3)C=C2)=O)=C(Cl)C=C1)(F)F,protein_center,"-18.041,-13.011,7.779",4.4340916
6471,6dlo,,N1C2CCC(CC=2C=NC=1S)C(OC)=O,protein_center,"-18.041,-13.011,7.779",1.2605131
6472,6dlo,,N1C2C(=CC(F)=C(F)C=2)C=C(Br)C=1,protein_center,"-18.041,-13.011,7.779",4.2628446
6473,6dlo,,C1(=O)N(CC2=CC=CC=C2)[C@]2([C@]([H])(CS[C@H]2CC#N)N1CC1C=CC=CC=1)[H],protein_center,"-18.041,-13.011,7.779",3.8444064
6474,6dlo,,C(=O)(C1C=CC(=CC=1)OCCOCC)NC1=CC=C(C(Cl)=C1)OC,protein_center,"-18.041,-13.011,7.779",4.3419485
6475,6dlo,,C(=O)(C1=CC=NC=C1F)N1CCCC(CC)(C(N)=O)C1,protein_center,"-18.041,-13.011,7.779",1.6485021
6476,6dlo,,C1(=C(C)ON=C1C(C)C)C(=O)N1CCC(C1)C1=NC2CCN(CC=2C(NC)=N1)C(C)=O,protein_center,"-18.041,-13.011,7.779",3.1803002
6477,6dlo,,N1(C(CC)C(NCCC2SC(=NN=2)C)=O)C2=CC=CC=C2C(C(C)=O)=C1,protein_center,"-18.041,-13.011,7.779",2.435565
6478,6dlo,,Cl.S(CC1CCNCC1)(=O)(=O)CC(OC)=O,protein_center,"-18.041,-13.011,7.779",1.5945418
6479,6dlo,,N12C(CCCCC1=NN=C2C1=CC=CC=C1)C(NCCCN1CCN(CC1)CC)=O,protein_center,"-18.041,-13.011,7.779",3.25831
6480,6dlo,,N12C=NN=C(O)C1=CC1=C(C(OC)=CC=C12)OC,protein_center,"-18.041,-13.011,7.779",1.1466677
6481,6dlo,,S1(=O)(=O)N(C)C2=CC=C(C=C2C2N=C(SCC(=O)NC3=CC=CC=C3CC)N=CC1=2)C,protein_center,"-18.041,-13.011,7.779",4.861576
6482,6dlo,,N1(CCN(CC1)C1CCN(CC1)CC1=CC=C(C=C1)C)C1C=CC=CC=1F.C(C(=O)O)(=O)O,protein_center,"-18.041,-13.011,7.779",3.267519
6483,6dlo,,N1(CC2C=CC(=CC=2)F)C2=CC=CC=C2C=C1CN1CCC(CC1)C(NCCC1C=CC=CC=1)=O,protein_center,"-18.041,-13.011,7.779",4.6754246
6484,6dlo,,C1(N=CN=CN=1)N1CCN(CC1)C(=O)C1CCCN(CC(N)=O)C1,protein_center,"-18.041,-13.011,7.779",2.0037143
6485,6dlo,,O=N(C1=C(S(NC2=CC(N3N=NN=C3)=CC=C2)(=O)=O)C=CC=C1)=O,protein_center,"-18.041,-13.011,7.779",2.8088577
6486,6dlo,,C1(=NN=C(CC2=CC=C(C(OC)=C2)OC)S1)NC(=O)C1C=CC(=C(OC)C=1)OC,protein_center,"-18.041,-13.011,7.779",4.7450695
6487,6dlo,,O1CC1C(C)OCC1=CC=CC=C1F,protein_center,"-18.041,-13.011,7.779",2.0687022
6488,6dlo,,O=C(OCC1C=CC=CC=1)N1CCC[C@H](N(CC)C(=O)CN)C1,protein_center,"-18.041,-13.011,7.779",2.2451305
6489,6dlo,,C1(N2CCN(CC2)C(=O)NC2=CC=C(C(C(F)(F)F)=C2)Cl)=CC(N(C)C)=NC(C)=N1,protein_center,"-18.041,-13.011,7.779",4.5046687
6490,6dlo,,N1=C(CNC(=O)C2CCCN(CC3=CC=CO3)C2)ON=C1CC1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",3.985933
6491,6dlo,,C1(N2CCN(CC2)C(=O)NC2SC3=C(CCCC3)C=2C(OC)=O)N(CC)C2C(=CC=CC=2)N=1,protein_center,"-18.041,-13.011,7.779",4.5261135
6492,6dlo,,C(=O)(NN=CC(C)C)C1=CC=CS1,protein_center,"-18.041,-13.011,7.779",2.7099502
6493,6dlo,,CC1N(C2CC2)C(CN2[C@H](CO)C[C@H](F)C2)=NN=1,protein_center,"-18.041,-13.011,7.779",2.027837
6494,6dlo,,C(=O)(NN=CC1=CC=CC(OC)=C1)C1=CC=CC=C1C,protein_center,"-18.041,-13.011,7.779",3.487177
6495,6dlo,,C(=O)(CN1C=CC=N1)N1CCN(C2=CC=C(F)C=C2)CC1,protein_center,"-18.041,-13.011,7.779",4.024241
